[Sat Aug 27 18:55:45 2022|train.py|INFO] Batch_Size: 32
[Sat Aug 27 18:55:45 2022|train.py|INFO] Angular_Views: [0, 1, 2, 3, 4, 5, 6]
[Sat Aug 27 18:55:45 2022|train.py|INFO] Early_Stopping_Patience: 2000
[Sat Aug 27 18:55:45 2022|train.py|INFO] Train_Patch_Size: 96
[Sat Aug 27 18:55:45 2022|train.py|INFO] Optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)
[Sat Aug 27 19:06:27 2022|train.py|INFO] Train | Epoch: 20, Loss: 0.32565, MAE: 0.32565, MSE_x100: 30.06068, Bad_Pixel_Ratio: 73.92534, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:07:05 2022|train.py|INFO] Train | Epoch: 21, Loss: 0.32998, MAE: 0.32998, MSE_x100: 31.92264, Bad_Pixel_Ratio: 74.62555, Learning_Rate: 0.0001, Training_Time: 0.00890 Hours
[Sat Aug 27 19:07:37 2022|train.py|INFO] Train | Epoch: 22, Loss: 0.29795, MAE: 0.29795, MSE_x100: 26.63569, Bad_Pixel_Ratio: 69.37588, Learning_Rate: 0.0001, Training_Time: 0.00893 Hours
[Sat Aug 27 19:08:10 2022|train.py|INFO] Train | Epoch: 23, Loss: 0.25981, MAE: 0.25981, MSE_x100: 20.33234, Bad_Pixel_Ratio: 66.63138, Learning_Rate: 0.0001, Training_Time: 0.00895 Hours
[Sat Aug 27 19:08:42 2022|train.py|INFO] Train | Epoch: 24, Loss: 0.26916, MAE: 0.26916, MSE_x100: 24.94586, Bad_Pixel_Ratio: 65.41770, Learning_Rate: 0.0001, Training_Time: 0.00899 Hours
[Sat Aug 27 19:09:14 2022|train.py|INFO] Train | Epoch: 25, Loss: 0.27602, MAE: 0.27602, MSE_x100: 25.36185, Bad_Pixel_Ratio: 66.84099, Learning_Rate: 0.0001, Training_Time: 0.00892 Hours
[Sat Aug 27 19:09:47 2022|train.py|INFO] Train | Epoch: 26, Loss: 0.26865, MAE: 0.26865, MSE_x100: 21.91350, Bad_Pixel_Ratio: 68.90348, Learning_Rate: 0.0001, Training_Time: 0.00904 Hours
[Sat Aug 27 19:10:20 2022|train.py|INFO] Train | Epoch: 27, Loss: 0.30185, MAE: 0.30185, MSE_x100: 28.44851, Bad_Pixel_Ratio: 70.47446, Learning_Rate: 0.0001, Training_Time: 0.00909 Hours
[Sat Aug 27 19:10:53 2022|train.py|INFO] Train | Epoch: 28, Loss: 0.26784, MAE: 0.26784, MSE_x100: 21.45520, Bad_Pixel_Ratio: 69.23995, Learning_Rate: 0.0001, Training_Time: 0.00912 Hours
[Sat Aug 27 19:11:25 2022|train.py|INFO] Train | Epoch: 29, Loss: 0.27867, MAE: 0.27867, MSE_x100: 26.37508, Bad_Pixel_Ratio: 66.84259, Learning_Rate: 0.0001, Training_Time: 0.00905 Hours
[Sat Aug 27 19:11:57 2022|train.py|INFO] Train | Epoch: 30, Loss: 0.27942, MAE: 0.27942, MSE_x100: 25.41175, Bad_Pixel_Ratio: 66.31517, Learning_Rate: 0.0001, Training_Time: 0.00891 Hours
[Sat Aug 27 19:12:35 2022|train.py|INFO] Train | Epoch: 31, Loss: 0.25586, MAE: 0.25586, MSE_x100: 22.09929, Bad_Pixel_Ratio: 63.29940, Learning_Rate: 0.0001, Training_Time: 0.00890 Hours
[Sat Aug 27 19:13:08 2022|train.py|INFO] Train | Epoch: 32, Loss: 0.24090, MAE: 0.24090, MSE_x100: 18.45497, Bad_Pixel_Ratio: 63.42149, Learning_Rate: 0.0001, Training_Time: 0.00897 Hours
[Sat Aug 27 19:13:40 2022|train.py|INFO] Train | Epoch: 33, Loss: 0.23859, MAE: 0.23859, MSE_x100: 18.52933, Bad_Pixel_Ratio: 65.56925, Learning_Rate: 0.0001, Training_Time: 0.00900 Hours
[Sat Aug 27 19:14:12 2022|train.py|INFO] Train | Epoch: 34, Loss: 0.28601, MAE: 0.28601, MSE_x100: 26.91986, Bad_Pixel_Ratio: 66.15513, Learning_Rate: 0.0001, Training_Time: 0.00893 Hours
[Sat Aug 27 19:14:44 2022|train.py|INFO] Train | Epoch: 35, Loss: 0.27480, MAE: 0.27480, MSE_x100: 24.34568, Bad_Pixel_Ratio: 67.23327, Learning_Rate: 0.0001, Training_Time: 0.00887 Hours
[Sat Aug 27 19:15:16 2022|train.py|INFO] Train | Epoch: 36, Loss: 0.25582, MAE: 0.25582, MSE_x100: 23.61099, Bad_Pixel_Ratio: 61.04305, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:15:48 2022|train.py|INFO] Train | Epoch: 37, Loss: 0.24643, MAE: 0.24643, MSE_x100: 19.49297, Bad_Pixel_Ratio: 63.41915, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
[Sat Aug 27 19:16:20 2022|train.py|INFO] Train | Epoch: 38, Loss: 0.24410, MAE: 0.24410, MSE_x100: 18.68837, Bad_Pixel_Ratio: 65.26414, Learning_Rate: 0.0001, Training_Time: 0.00891 Hours
[Sat Aug 27 19:16:52 2022|train.py|INFO] Train | Epoch: 39, Loss: 0.25322, MAE: 0.25322, MSE_x100: 23.75358, Bad_Pixel_Ratio: 60.80202, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:17:24 2022|train.py|INFO] Train | Epoch: 40, Loss: 0.22942, MAE: 0.22942, MSE_x100: 16.78955, Bad_Pixel_Ratio: 64.27887, Learning_Rate: 0.0001, Training_Time: 0.00890 Hours
[Sat Aug 27 19:18:02 2022|train.py|INFO] Train | Epoch: 41, Loss: 0.23939, MAE: 0.23939, MSE_x100: 18.01611, Bad_Pixel_Ratio: 62.53273, Learning_Rate: 0.0001, Training_Time: 0.00886 Hours
[Sat Aug 27 19:18:34 2022|train.py|INFO] Train | Epoch: 42, Loss: 0.27139, MAE: 0.27139, MSE_x100: 24.54703, Bad_Pixel_Ratio: 66.21536, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:19:06 2022|train.py|INFO] Train | Epoch: 43, Loss: 0.22372, MAE: 0.22372, MSE_x100: 16.44684, Bad_Pixel_Ratio: 60.02873, Learning_Rate: 0.0001, Training_Time: 0.00883 Hours
[Sat Aug 27 19:19:38 2022|train.py|INFO] Train | Epoch: 44, Loss: 0.24339, MAE: 0.24339, MSE_x100: 20.82564, Bad_Pixel_Ratio: 60.02214, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:20:10 2022|train.py|INFO] Train | Epoch: 45, Loss: 0.23450, MAE: 0.23450, MSE_x100: 19.61881, Bad_Pixel_Ratio: 59.47889, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:20:41 2022|train.py|INFO] Train | Epoch: 46, Loss: 0.22553, MAE: 0.22553, MSE_x100: 17.61654, Bad_Pixel_Ratio: 61.23559, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:21:13 2022|train.py|INFO] Train | Epoch: 47, Loss: 0.23520, MAE: 0.23520, MSE_x100: 17.65262, Bad_Pixel_Ratio: 63.71419, Learning_Rate: 0.0001, Training_Time: 0.00881 Hours
[Sat Aug 27 19:21:45 2022|train.py|INFO] Train | Epoch: 48, Loss: 0.22889, MAE: 0.22889, MSE_x100: 18.17452, Bad_Pixel_Ratio: 60.13462, Learning_Rate: 0.0001, Training_Time: 0.00882 Hours
[Sat Aug 27 19:22:17 2022|train.py|INFO] Train | Epoch: 49, Loss: 0.27117, MAE: 0.27117, MSE_x100: 27.58248, Bad_Pixel_Ratio: 63.17008, Learning_Rate: 0.0001, Training_Time: 0.00884 Hours
